lat,lng,星级,餐厅名称
30.2683514938,120.1827068962,20%,桐山村(新华路店)
30.2838738778,120.152800311,70%,遇花溪苗家牛肉粉(文三店)
30.3216240641,120.3433537847,70%,福家煲店(文渊路总店)
30.1764090289,120.1615326819,80%,黑泷堂饮铺(滨江杨家墩店)
30.2786069069,120.077994284,70%,蒋村酒楼
30.3126277924,120.3434589386,60%,下沙都尚美食广场
30.2643492212,120.1832054387,80%,老娘舅中式快餐(新华路店)
30.2613669637,120.1935989455,70%,唐宁街八号
30.2134990692,120.2157974243,70%,和+台湾火锅(星光大道店)
30.2684001449,120.1757946494,80%,丹比艺术蛋糕(中山店)
30.2836867435,120.1771977691,70%,永和大王(朝晖店)
30.3150270745,120.134408403,60%,新腾飞蒸菜馆(赵伍路店)
30.2801345198,120.1432610986,70%,POST驿汇
30.1866826749,120.269266111,80%,全金釜韩国烧烤
30.1914761331,120.1692501732,80%,甘蓝咖啡(江南大道店)
30.2507270755,120.200074015,70%,元祖食品(杭海店)
30.2859306335,120.1383933473,78%,老街传统面铺(影业路店)
30.273481369,120.1741193811,76%,丁哥黑鱼馆（中北店）
30.2863426208,120.1545097823,70%,哈尔滨饺子
30.257278,120.171254,94%,Thank u mom
30.1656966944,120.2769188455,70%,浮力森林(人民路店)
30.2761319882,120.1729881332,80%,德寿宫韩国料理(武林广场店)
30.1726665497,120.1585223316,70%,重庆鸡公煲(滨江店)
30.3154541321,120.2734766112,70%,永和大王(金海城店)
30.2381000519,120.2089004517,80%,克莉丝汀(近江店)
30.21563457,120.212358989,0%,蜜桃
30.265712738,120.211659638,90%,第二乐章(庆春银泰店)
30.4011103929,120.1562172697,70%,老地方土菜馆
30.2499421832,120.1718693881,90%,BreadTalk面包新语(西湖银泰店)
30.2565222938,120.2065556825,60%,阿舵餐饮(孔雀大厦店)
30.2964494026,120.1539974817,60%,德克士(文一店)
30.2947989309,120.1567116836,80%,可莎蜜兒(米市店)
30.3953677347,119.5474779771,70%,竹林农家
30.3344552323,120.1532655028,80%,九月生活(永庆路店)
30.2723579407,120.172446121,70%,台湾手抓饼（百井坊巷店）
30.2789001465,120.1402969409,100%,沸腾鱼乡(黄姑山路店)
30.306034562,120.172366607,100%,岽阳餐馆(绍兴路店)
29.8022428133,119.6921834563,70%,肯德基(桐庐富春江店)
30.262046814,120.1302961403,60%,江山土菜馆(青芝坞店)
30.2150106928,120.2179945397,0%,韩国料理
30.2037944794,120.2554481289,70%,幺妹鱼庄
30.320318222,120.3983739031,70%,街客(下沙店)
30.1842347444,120.160018223,80%,杭邦小江南
30.2467441559,120.1717487794,90%,沸腾鱼乡已迁至武林路76号2楼(吴山广场店)
30.2767784609,120.1060756349,80%,可莎蜜兒(莲花二店)
30.2839014134,120.1512933717,60%,百年锅贴(文三路店)
30.2643201619,120.1796332436,0%,小周烤饺
30.2885639712,120.1272248018,90%,台海岸活虾餐厅(西湖国际店)
30.2126560211,120.2144905466,70%,合一食府
30.3125990466,120.1752686101,60%,九芝斋(三塘店)
30.2785516494,120.1019076563,0%,外婆家(联合大厦店)
30.0685443878,119.348589627,60%,外婆家农家乐
30.1895678455,120.2704229565,0%,浮力森林(萧山店)
29.6189401825,119.0513949598,70%,秀水缘餐厅
30.2704119025,120.1447663002,80%,两岸咖啡(曙光路店)
30.2259142226,120.1357028819,80%,满觉人家土菜馆
30.2334744662,119.7352938892,70%,河畔人家
30.3163414001,120.0935021746,70%,茶桔便(紫金港店)
30.2631090327,120.2056643011,80%,丹比艺术蛋糕(采二店)
30.2535315248,120.17277577,70%,正宗重庆麻辣烫(浣纱店)
30.2722776009,120.1400502362,80%,必胜客(曙光店)
29.4773536444,119.288201404,70%,爵士岛咖啡(严东关路店)
30.226939197,120.1541727863,20%,蓝天清水湾国际大酒店餐厅
30.2727168374,120.1021961411,0%,汤海食府
